Sample,Condition,O76070,P01344,P01579,P00709,P41159,P00918,P01112,Q15843,P10636,P04040,P12081,P02144,P15559,Q06830,P02768,P01375,P06732,P05413,P02788,P02787,P00167,P00441,P09211,P01031,P06396,P99999,P01133,O00762,P10599,P62979,P55957,P01127,P62937,P51965,P61769,P02753,P63279,P16083,P02741,P01966,P01008,P61626,P63165,P08758,P10145,P68871,P00915,P08263,A6ZRR2;B3LP25;C7GTE8;C8ZG55;P53885,P22147,P01098,P04050;P10964,P49573,P0C0T4;Q3E792,O43137,A6ZZ25;Q04067,P07143,Q06494,P32179,P47137,P38760,P41056,P40395,P27476,P42945,P40024,P52488,P39073,P41058,Q00711,P53849,P11986,Q04338,P41057,P37898,P0CX80;P0CX81,P0C0W1;Q3E7Y3,P26755,P32645,P16451,Q12532,P53852,P0CX29;P0CX30,P38066,Q12464,Q99383,P38216,P11491,P38886,P38791,P15274,P14120,Q06440,Q04336,P35844,Q05785,P43621,P39935,Q12117;P38079,P32521;A6ZVS5,P32445,P39926,P32366,P00045,Q08723,O14467,P05747,P54885,P38892,A6ZPY2;P47089,P38197,A6ZKM4;P38182,P16550,Q08985,Q08245,P38295,Q07653,P39101,P22336,A7A0X4;B3LT39;B5VN01;P25039,P12688;P18961,P11353,A6ZP43;Q08601,P25631,P47124,Q06252,A7A1I2;B3RHI0;C7GVT8;C8ZDR4;E7NKW8;E7Q714;E7QIA1;Q05905;E7KFU6;E7LXU7;E7KS00,P07278,Q6Q547,P36017,P39103,P50861,Q12428,P34730,A6ZPJ1;P06103,P47079,P00424;P00425,P05755,P32867,P38717,P53281;REV__P40040,P36136,P38810,P32468,P29704,P07275,P21304,P39976,P52553,P32602,P38061,P53731,P15700,P24000;P04449,A6ZRZ6;P39013,P36018,P53549,P46969,P32563,Q02486,P39966,P35723,P18562,P0CW40;P0CW41;Q08295,P25356,Q12091;P47104,P53914,P30656,P41811,P53111,P39938;P39939,P38628,P17536,P28319,Q03862,Q00055,P40215,P46784;Q08745,P53235,P53081,P01123,Q04341,P32074,P14907,P33734,P38264,P09733,P07274,A6ZRW3;P07213,Q12680,P32476,Q12349,P21734,P42943,P38143,P22202,P27616,P05749,Q02785,Q02805,P36135;A7A003;B3LRC2;B5VMJ0,Q6Q546,P22943,P53332,P05318,P35189,Q06523,P25719,P20459,P32496,P38071,P40509,P34223,P53173,P17555,P21243,Q99258,P31412,P32527,P38624,P47165,P40991,P36013,Q01662,P33399,P40414,A6ZPQ6;P40364,P32590,P14126,P00724;P10594;P10596,Q08220,P02293;P02294,P05319,A7A261;P43603,P00729,Q04894,Q12513,P0CX51;P0CX52,P00445,P15731;P15732,P32626;A6ZQR2;B3LRX9;B5VH97;C7GKE1,P15646,P07702,P38999,Q03195,Q12408,P00128,P47117,P22217,P36421,O74700,A6ZMK5;P40217,P17649,P39077,P38426,P38616,P33303,P41921,P40989;P38631,P32608,P40086,P07560,P53599,P10080,P53297,P39107,P37302,P00815,P38555;P51996,Q02201;P38755,A6ZNQ1;P20449,P39078,P16547,P39533,Q06151,P00358,Q02725,P38912,P47018,Q04432,P04807,Q86ZR7,O13516,P47160,Q01939,P53622,P39003;P39004,P01095,A6ZRW6;P30952,P00330,Q04344,P11076,P40825,P23639,P26785,P14065,P50094,Q05911,P29453,Q06405,P39516;P06367,O14455;P05745,P06105,P00924,Q04491,P02309,Q04951,P33299,P32453,P32381,P33204,Q03048,P07244,P53163,P20107,P23644,P49090,P0CX41;P0CX42,P0CH08;P0CH09;P0CG63,P09201,P43585,P36046,P05373,P53152,P22803,P04147,P0CX84;P0CX85,P17695,P21242,P28007,P38075,P46683,P20967,P32379,P00427,P48606,P29547,P23615,P00812,P39522,P53301,P47039,P04801,P43593,P15496,P23301,P07262,P20051,P53312,P32771,P12612,P38891,P36015,Q12335,Q02753;Q12672,Q08193,P31787,Q03558,P05759,P50085,Q01574,P11745,P02829,P32191,P38145,O13535;P0C2I2;P0C2I3;P0C2I5;P0C2I6;P0C2I7;P0C2I9;P0C2J1;P47098;P47100;Q03434;Q03612;Q03619;Q03855;Q04670;Q04711;Q07163;Q12088;Q12141;Q12269;Q12316;Q12414;Q07793;P0C2I4;O74302;P08405;P0C2I8;P0CX57;P0CX58;P0CX65;P0CX66;P0CX67;P0CX68;P0CX69;P0CX70;P0CX71;P0CX72;P0CX73;P0CX74;P0CX75;P0CX76;P47099;Q03856;Q04706;Q12085;Q12485;Q6Q5H1;P0C2J0;Q12193;Q92393;Q12273;Q99231;Q99337;P0CX59;P0CX60;Q12217;Q12470;Q92392;Q12441,P04806,P25451,P0CX55;P0CX56,P28495,P39743,P39730,P19358,Q01560,P46367,Q12044,A6ZR21;B3LRI4;C7GRP9;C8Z773;P40043,P03965,A5Z2X5,P46680,Q08972,P00044,P22203,P04911;P04912,P13298,P52490,P00331,P48836,A6ZPE5;Q12499,Q12250,P39708,P38115,P0CX14;P0CX15;P53819;P0CX20;P0CX21;P0CX22;P40434;P40889;P40105;O13559;Q03099;Q07888;Q99208;Q3E7X8;Q08995;Q3E7Y5;P38899;P43538;P38721,P30657,P53691,A6ZLF4;P38314,P38708,P25087,Q04371,P49435,P28240,P49089,P14020,P43123,P33201,P0C2H8;P0C2H9,P10591,P11632,P15891,P32598,A6ZWL1;Q02642,Q03655,P23724,P54115,P0CX45;P0CX46,P07267,Q08971,P40303,P26637,P21801,A7A0V3;B3LT19;P46654;A6ZUM5;B3LI22;P32905,P38249,A6ZR27;P40047,P38074,P26570;P33329,P15019,Q12443,P40483,P09436,P40069,P00890,A6ZP47;P06634,P0CX23;P0CX24,P10963,P0C0X0;Q3E7X9,A6ZRK4;B3LP78;B5VQH0;C7GPC1;C8ZFZ7;Q01532,P0CX39;P0CX40,Q12314,A6ZT71;B3LSS7;B5VK90;P38858,B3LGE9;C7GIN5;C8Z543;P08566;A6ZY89,Q03940,P15624,P40016,P32775,Q12122;P48570,P32860,P32340,P13517,P40037,P25343,P15303,Q07505,P38972,Q04214;Q12490;Q03964;Q04215;Q12266,Q06408,C7GP20;P35732,P13188,P32911,P38988,Q12306,P07280;P07281,P38250,P20081,P26786,P17255,P53221,P14306,Q03690,P25623,P53834,P38281,P11412,P38764,P39954,A6ZT54;B3LSR0;C7GJZ2;C8Z9U3;E7KDM2;E7KPJ0;E7LVH4;E7Q4T7;P38845;E7NIP0,P23776,P34167,P28274,P24280,P30624,Q04178,P38911,P40580,P13663,P21306,Q01855,P02406,P40029,Q08977,P19146,P38011,P25373,P53598,P38817,P05750,P00447,P19262,P41920,P05740,P36047,P05453,P00817,P00359,P32897,P34216,P47771;P54114,A6ZRX0;P24783,P53250,P07263,Q04304,P32288,P46990,Q04013,P41939,P0C0W9;Q3E757,P48589,P22146,P19454,P46672,P31116,P36139,P25293,P39683,P38431,P20606,P53909,P53315,P45978,P08524,P00899,Q05933,P37299,P41818,Q12447,P32471,P10622,P15454,P0CX49;P0CX50,P06780,Q12164,Q07551,P15873,P00410,A6ZZH2;P36060,P06208,P29952,P06787,Q03835;P32642,P50095,P53912,P38934,P15703,P25294,Q3E754,P00950,Q9ZZX7,P07256,P38013,P23180,P40054,P43588,P40482,P38206,P57744,P40525;P87262,P22515,Q07648,P0CX31;P0CX32,P25694,P10869,P53303,P38221,P34221,P31539,P32473,P14540,P10659,Q03161,Q12165,Q03921,P25349,P05626,P38219,P06168,P38689,P38427,P07257,P07149,P22141,P80235,P07284,P10592,Q12074,P32463,Q01519,P39015,P54839,P32454,P23542,P00549,P40582,P0CS91;P0CS90,P40087,P43590,P39111,P32449,P31688,Q02326,P00925,P47176,P00958,P16120,P53870,A6ZN26;P32497,Q12265,P14742,P43616,Q12305,P38840,P41277,P54113,A6ZM02;B3LLJ2;B5VP69;C7GVZ9;P23248,P41807,P00830,P33331,P15108,P07259,P32599,Q12377,P89886,P0CX08;P0CX09,P49954,P14832,Q03102,P38765,P52910,P38998,P40212;Q12690,P30822,P25386,P31383,Q12123,P09624,P39990,P00931,P0CX43;P0CX44,P07245,P32528,P28834,P32582,P23254,P38088,P22137,P05317,P17505,Q02821,P34227,P40202,A6ZXP4;Q07478,P53839,P08417,P0CX35;P0CX36,P21576,P02992,Q12118,P00175,P32324,P38836,Q12230,P07283,P32481,P35997;P38711,Q12285,P35179,P00560,P41338,P16387,P32915,Q3E841,P11633,P23641,P32469,Q05016,Q12329,P28241,P19097,Q04409,P04802,P16521,P47075,P38077,P53272,Q00764,P40893,P38804,P40185,P38625,P23638,P47068,P19882,P02994,P09457,Q06146,P35719,P19414,P07251,P05756,A6ZYI0;B3LG61;P07170,P00498,P47120,P05743,P32589,Q06505,P25491,P38715,P54838,Q12159,P00360,P18239,P28272,A6ZRM0;B3LP64;B5VQJ1;C7GPD7;C8ZG13;P80210,P07260,Q05775,Q12458,P02557,P15180,P34760,P28777,P33297,P61830,P38787,Q04062,P32337,P53252,P32891,P09232,P09064,P36008,P04037,P32588,Q05515,P29311,P07264,Q03262,P37012,P48164,P17709,P00942,P40850,Q06685,P53228,P40472;P53616,P26321,P05748;P54780,P40093,P38205,A6ZPB3;P12962,Q06103,P40075,P15705,P27614,O13547,P40150,P0CX37;P0CX38,P40531,Q00955,Q07799,P06738,P22353,P26784,P32614,P33322,A7A1W1;B3RHV0;B5VNY0;C7GSL4;P33442,Q08412,P26309,P32327;P11154,P43545;P53824;Q03148,P05739,Q12460,P37292,A6ZXM9;B3LGZ3;Q12154,P12695,P38116,Q03104,P02407;P14127,P11484,P35691,P0CX53;P0CX54,P38137,Q2V2P9,P14843,P05030;P19657,P0CX25;P0CX26,P10664;P49626,P46655,Q06142,P25443,P53981,P17891,P15992,P16861,P15625,P33327,A6ZT99;P38879,P46992,P25619,P14904,P17423,P38328,P40495,P06169,P17967,P0CX82;P0CX83,P38773;P38774,P07342,P38720,Q04869,P32377,Q04947,P38707,P21954,P38968,P05694,P19073,P16140,P21965,P07806,P33416,P53141,P38260,C7GQJ1;A6ZL22;B5VE42;P38248,P25605,P53090,P52893,Q12109,P38910,P09938,Q12449,P29509,P31373,P16862,P28707,P36010,P49723,P0C2H6;P0C2H7,Q3E7Z5,P32565,P03962,P02400,P38754;P36105,P49167,P18544,Q05506,P14747,Q12213;P05737,P38701,P08067,P32316,P12709,P41805,P39676,P07246,P41940,P47143,Q06449,P40302,P38788,P32861,P16474,P04840,P41911,P32836;P32835,P0CX47;P0CX48,P26783,P22133,P06101,P17076,P22768,Q12363,P06106,P37291,P04076,P40513,P05738;P51401,P53184,A6ZQJ1;P10081,P05744,P04456
A1 (log),A,28.4093,27.3634,27.4046,27.1375,28.2265,28.0441,26.9536,25.8749,29.2647,29.7079,28.7969,27.4309,27.4422,28.1857,29.8461,28.3338,28.8598,27.3039,29.991,29.1926,27.7759,26.5761,26.3848,26.2539,29.4061,26.5161,24.8412,28.515,25.7435,25.0645,27.9058,26.9927,27.1414,26.2089,26.1714,25.9269,26.3766,28.8352,26.55,24.8776,28.7781,27.6081,27.8921,28.9338,26.2364,28.0204,27.536,26.1756,21.8488,18.6836,22.3587,22.7625,20.2514,25.7021,21.8488,22.9267,23.493,19.9942,18.8331,23.4185,23.7367,24.0319,24.12,22.8836,26.239,24.4886,24.987,24.9086,24.8163,23.5201,22.34,21.8488,21.8488,25.1606,24.4876,25.6313,26.012,21.9382,23.3164,21.8258,20.8511,24.755,25.4434,20.5926,23.729,20.5312,19.3423,24.1228,23.8971,21.8488,20.9885,26.0146,20.8849,20.1715,23.3377,20.6648,23.1621,25.0858,22.446,22.8515,22.54,22.5385,23.4871,22.0509,23.7693,22.6852,21.8488,23.3232,24.2443,21.805,21.8895,23.7664,25.0157,23.7977,28.0374,21.7473,18.3151,22.7807,21.0124,22.6809,22.3827,23.5248,20.8342,21.1758,23.9929,24.4437,23.4415,23.9589,21.1846,22.7838,18.0575,27.0985,23.891,25.6485,23.6154,22.8418,21.3675,22.5981,21.3604,23.8417,22.9521,23.6852,20.447,20.9597,21.5599,23.2073,20.6494,23.3527,22.7082,22.297,27.1532,24.2431,22.6893,27.0635,22.0066,21.773,22.97,21.9227,23.5254,23.8121,21.4455,22.9474,25.0076,20.4181,21.3555,23.2329,20.8105,23.0241,24.1929,22.9236,27.2811,24.1765,26.0835,21.7801,22.9407,25.4506,21.8193,26.9133,23.1247,22.7289,22.5183,23.0356,25.641,21.6185,22.6458,23.2716,24.3878,25.7782,23.3557,21.2102,23.6281,21.8509,21.9027,22.9023,22.331,24.7261,22.945,24.932,22.8638,22.4535,24.8564,22.3464,28.3529,21.0947,27.5062,21.28,24.2954,24.9925,24.7155,22.4194,22.9155,23.9289,22.3202,22.4784,24.7339,24.2815,22.6065,24.6531,26.543,23.4225,21.4808,22.0498,21.3688,21.8014,20.149,23.3363,22.1166,23.0765,27.4583,22.45,22.1673,26.0298,27.0384,21.8488,25.0688,24.6694,24.2206,27.6089,29.5678,25.6706,22.4114,23.6372,24.6108,25.0299,24.472,23.7704,24.0719,25.6078,26.5709,26.1169,22.7014,24.4892,25.6033,23.7261,22.7057,24.7769,21.5959,24.51,23.694,22.7363,20.7083,23.8355,23.9937,25.8768,22.5688,21.2877,25.5296,25.4171,22.9511,21.5085,22.2664,22.1337,24.6124,23.0621,25.2109,26.6938,22.5884,23.051,21.602,27.5806,29.6292,21.3745,20.6569,21.8488,22.6242,24.9297,25.9158,24.5802,27.8697,30.3866,23.3681,21.8488,26.3884,24.5535,26.8318,22.3441,21.7704,23.6131,24.547,22.1144,27.8022,27.0723,24.8061,29.3731,24.4422,26.1052,23.8856,22.6855,21.6089,23.7845,23.8875,27.864,24.2056,22.3419,21.8319,22.9784,26.3778,26.6907,20.8735,22.141,21.6861,22.0156,22.0272,24.5306,27.7291,27.7069,27.1971,23.7308,22.8619,22.7333,25.7226,22.042,26.4837,24.0008,24.1753,22.5464,26.3791,21.6247,25.0972,25.6289,26.1229,21.7639,26.288,23.8936,25.6943,27.4541,28.3605,24.6158,25.1814,22.6497,22.791,26.8702,23.34,26.5273,27.1283,24.7329,26.9457,27.3807,25.1637,22.2134,23.7692,24.7126,27.21,25.9155,22.7426,27.2689,28.3797,23.5429,28.4139,22.7344,23.6986,25.8849,26.0106,26.1991,28.0352,21.9961,26.4119,26.0303,23.7669,23.3262,24.6684,23.762,25.8434,27.1802,25.7468,23.7841,25.378,21.8143,25.0655,23.3745,23.1049,26.0895,25.4302,22.3139,25.9273,21.0086,26.558,24.8863,22.7612,24.7777,27.5163,26.7525,24.8492,21.9127,22.3211,26.9063,28.6263,24.4185,27.0393,24.5789,25.5248,21.9032,22.7655,28.3977,28.1941,27.9531,23.6092,24.9783,27.2952,22.8266,28.4486,25.7813,22.3436,23.8541,24.8418,28.0742,24.2541,20.9513,27.5234,26.4345,28.9365,23.7592,27.8531,27.8768,26.3182,24.3697,27.7856,24.1165,24.6959,24.0208,23.5629,26.4487,23.1027,24.6491,25.5319,20.2449,23.5665,23.1175,25.0726,22.1822,23.5835,24.59,25.0223,21.8488,24.6608,21.7118,24.2886,25.5623,20.9307,24.9078,27.8469,20.932,27.6965,27.9744,28.5473,24.2069,24.3855,25.8259,22.5084,23.5709,23.3562,26.0849,25.2186,28.9704,22.9337,21.6015,25.4382,22.0504,25.1658,25.6286,22.6265,23.4161,21.9426,27.5587,23.3872,27.5514,27.397,22.3768,25.4827,23.0412,29.1682,25.795,25.3645,21.9529,28.8989,27.2845,25.0301,22.7273,24.8853,24.4076,22.809,28.5559,30.59,21.1953,25.349,25.4334,21.1146,21.747,24.695,22.1485,27.2548,22.4193,22.1684,25.8031,27.0803,27.6992,23.9055,22.323,26.9358,27.2122,26.1196,24.304,21.8235,25.4541,25.7007,22.7353,23.0204,22.2098,27.9778,25.0377,23.3876,21.8175,23.2019,25.9513,28.3479,25.4607,26.4692,27.9252,24.5127,21.9196,25.9468,25.6324,21.8033,21.633,26.2902,25.6211,25.8021,21.2041,24.1399,26.8775,26.154,26.871,25.7643,25.0751,31.3884,22.3132,26.0987,30.2109,24.3135,26.3059,23.1637,23.216,21.2448,21.2164,26.1238,27.0845,21.0447,26.5031,27.3263,23.7833,24.9583,25.3942,22.0893,28.6842,24.6912,31.2693,23.6043,26.0979,24.3866,24.3992,22.721,23.7966,28.1825,28.6788,21.8488,22.4926,28.1033,29.4611,22.9698,21.6475,27.5125,28.3577,25.8216,23.4389,24.1231,27.7972,28.29,26.4896,26.2725,32.6431,23.3994,29.3886,22.0754,23.7056,22.6962,26.3583,23.407,25.5171,31.0181,26.757,24.6396,27.6606,24.5761,25.9591,22.085,25.9247,27.1785,26.5875,25.0037,26.5741,25.1805,24.8188,23.9469,28.7494,26.7238,28.3915,30.1935,26.5044,22.3583,23.4112,25.8272,22.7477,28.1471,24.3324,22.1914,27.4313,24.0992,28.3641,22.4312,21.3359,23.9061,21.8273,25.5996,25.6324,27.1023,26.9159,27.0778,23.3418,27.8887,27.956,29.3242,26.6237,26.8187,28.4142,28.6932,24.0649,26.6147,23.9783,25.4615,26.1726,26.9051,28.3229,24.5671,25.2854,25.8657,25.4615,31.2816,22.0817,26.3629,26.8774,25.9144,27.6397,21.4541,23.6799,32.039,27.8109,23.6091,21.8594,26.4688,23.3419,25.6796,24.0328,27.4062,22.2358,27.0841,29.231,25.3067,27.9598,30.2943,25.2978,25.1784,26.5311,25.1616,25.3761,24.7198,26.2727,25.552,22.9209,24.234,29.5465,31.7051,22.736,22.349,25.1408,28.8897,28.1704,27.4415,27.6244,24.802,22.3668,23.3145,28.5088,20.6899,25.2084,26.16,25.4459,24.1437,27.6076,27.4481,27.5393,23.4262,25.4522,23.1899,24.685,24.7627,26.6999,29.7854,24.4244,23.8824,26.3091,22.8324,22.7584,22.0851,26.8805,21.9874,26.2759,23.5278,28.1705,25.3577,24.6604,23.4643,26.3729,24.4554,21.3253,26.2645,25.2202,27.2619,30.8655,24.4648,19.242,22.3164,22.9667,28.4947,27.5862,24.5619,22.7627,22.472,22.0592,24.4078,27.7969,25.4449,26.1293,26.0961,27.7185,25.9106,26.6791,23.8289,26.5123,22.8497,25.4343,24.6676,23.8621,24.6521,21.4455,23.9132,25.7389,20.6841,24.8273,24.0778,25.8794,23.3909,24.8616,21.7948,23.3155,27.7772,27.622,28.7266,27.8192,25.6231,21.435,25.675,27.4434,25.175,29.4849,27.5601,22.3567,27.9494,24.2415,23.3006,27.3776,28.4167,26.388,25.4629,26.1951,23.4837,22.6313,25.7929,25.0585,24.6897,24.7658,32.5482,26.6889,27.3996,22.1409,25.7232,29.8503,24.8752,27.4724,25.4927,27.0865,27.2318,24.4094,29.3109,21.5783,27.9789,23.6414,27.6325,26.2018,25.8495,22.5228,25.1327,23.3744,27.6676,22.668,22.9749,26.2345,27.2369,24.1097,28.1048,28.2741,27.6253,26.022,26.9707,27.8359,27.6543,20.89,24.672,25.8779,27.7095,27.453,25.3233,21.8486,25.7651,21.9921,28.7495,27.3413,23.0003,27.0809,30.3064,27.4854,29.004,24.5256,28.4312,26.5989,21.8192,23.3613,28.1303,25.4032,27.23,29.0191,22.2593,27.2461,27.0542,27.8528,26.3691,24.7898,21.8566,25.8431,27.1395,27.5508,26.9082,25.4291,24.857,26.5938,27.7115,29.1284,25.3764,27.5403
