protein,kidneyTisue1,kidneyTisue2,kidneyTisue3,kidneyTisue4,kidneyTisue5,kidneyTisue6,kidneyTisue11,kidneyTisue12,kidneyTisue13,kidneyTisue14,kidneyTisue15,kidneyTisue16,kidneyTisue19,kidneyTisue20,kidneyTisue21,kidneyTisue22,kidneyTisue23,kidneyTisue24,kidneyTisue29,kidneyTisue30,kidneyTisue31,kidneyTisue32,kidneyTisue33,kidneyTisue34
Q00056,1.19073084,1.085074841,0.587783245,0.829856613,0.587783245,0.587783245,0.587783245,1.085074841,0.587783245,0.865865379,0.89426352,0.587783245,1.085074841,1.085074841,0.587783245,0.587783245,0.587783245,1.085074841,0.587783245,0.928783153,0.587783245,0.587783245,0.960880911,0.587783245
Q2TB90,0.644033685,1.19073084,0.960880911,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.120129404,0.644033685,1.085074841,0.644033685,1.167388523,1.032060587,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.995200608,0.644033685,0.644033685,0.644033685
P61421,1.032060587,0.455244722,1.120129404,0.960880911,0.995200608,0.558242735,0.865865379,0.455244722,1.19073084,0.455244722,0.616996063,0.746709502,0.715777566,0.644033685,1.085074841,0.928783153,0.89426352,0.455244722,0.801933518,0.587783245,1.167388523,0.455244722,0.829856613,0.678762599
Q9BTW9,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
P62424,0.644033685,0.865865379,0.89426352,1.19073084,0.928783153,0.746709502,0.455244722,0.678762599,0.587783245,1.085074841,0.486017939,0.960880911,0.370919238,0.829856613,1.032060587,1.167388523,0.370919238,0.801933518,0.558242735,0.715777566,0.616996063,0.995200608,0.522520214,1.120129404
P62917,0.678762599,1.032060587,0.678762599,1.167388523,0.678762599,1.085074841,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
Q9BV40,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083,1.19073084,0.697270083,1.167388523,0.697270083,0.697270083
P62851,0.342473616,0.829856613,0.715777566,1.167388523,0.616996063,0.995200608,0.558242735,0.928783153,0.522520214,0.678762599,0.39936486,1.085074841,0.455244722,0.960880911,0.865865379,1.19073084,0.801933518,1.032060587,0.587783245,0.89426352,0.644033685,0.746709502,0.486017939,1.120129404
Q15370,0.486017939,0.829856613,0.928783153,1.085074841,0.486017939,0.715777566,0.616996063,0.801933518,0.486017939,1.120129404,0.486017939,1.032060587,0.486017939,0.995200608,0.486017939,1.19073084,0.486017939,0.89426352,0.644033685,0.865865379,0.746709502,0.960880911,0.678762599,1.167388523
Q96TA1,0.558242735,0.715777566,0.746709502,0.89426352,0.522520214,1.167388523,0.801933518,0.678762599,0.39936486,1.032060587,0.486017939,1.085074841,0.644033685,0.865865379,0.829856613,0.960880911,0.616996063,1.19073084,0.342473616,0.928783153,0.455244722,1.120129404,0.587783245,0.995200608
