Celline, MCF7, T47D, ZR751, AU565, BT474, SkBr3, BT20, HCC1143, HCC1806, HCC1937, HCC70, MB468, BT549, HCC1395, Hs578t, MB157, MB231, MB436
Q14697-2,0.082153957,0.222652028,-0.588152937,-0.400865504,-0.423668994,-0.336961397,-0.282019816,-0.002554475,-0.259504481,0.379638194,-0.08788181,0.002554475,0.335307215,0.150506028,0.239225917,0.231568043,-0.050793584,0.04917962
Q15075,0.2977959,0.660332342,0.352079372,0.563484339,-0.284284867,0.093533866,-0.321999243,0.003362552,0.181324072,-0.296229625,-0.859387551,-0.244616551,0.293011489,-0.307849678,-0.003362552,-0.08737235,0.439530617,-0.196470955
Q92621,-0.239834623,-0.081126023,-0.225417361,0.189897344,0.068450793,0.157841994,0.112535782,-0.193703397,-0.054368512,-0.221852911,0.149695197,-0.072580384,0.004813627,0.33640694,-0.070361875,-0.004813627,0.079638365,0.320813635
Q92614,-0.410169709,-0.418712019,-0.352199352,0.640271012,-0.22218587,0.692617863,0.495033392,-0.137986606,0.137986606,0.921325405,0.483349669,0.737745002,-0.203652941,0.197895319,-0.69064335,-0.319957175,0.564868245,-0.452601233
P14618,0.243757495,-0.501951249,-0.20790626,-0.215012166,0.009869123,-0.463904171,0.585240452,0.737131637,-0.75658228,-0.009869123,0.075880382,-0.417614229,0.533989329,0.556012429,0.166467015,-0.11165672,0.356909926,-0.670568032
P55060,-0.016430171,0.367760889,-0.055943725,0.175636365,1.390103248,0.277826099,0.326443854,-0.409102615,-0.123488069,0.016430171,-0.472326758,-0.265637556,0.120394352,-0.323617413,-0.168686873,-0.189205765,0.403732327,0.350432253
P46013,0.932269346,-0.074635236,0.407913204,0.553091564,-0.409925344,0.179475663,-0.728812762,0.855727736,1.705215261,1.21992415,-0.181495248,-0.114621913,-0.754983429,0.461944656,0.074635236,-0.464488701,-0.262799114,-0.118829788
P33176,0.146770044,-0.437414663,-0.012909248,-0.875392069,-0.058196588,-0.983782705,-0.305596639,0.170034786,0.006687712,0.156753097,0.103991141,-0.516773369,0.032070851,0.117819168,-0.006687712,0.059717762,0.191344013,-0.293132542
O00410-3,-0.694943292,-0.31443839,-0.443839961,-0.026399518,0.026399518,0.293052266,-0.208944167,-0.174147131,-0.303273928,0.963911847,-0.492629602,0.31836928,1.16755076,-0.09885095,0.621284922,0.505890624,0.445285644,0.843028719
A0A087WUT6,-0.160182846,-0.286216106,-0.200127338,0.372754642,0.194982829,0.004763646,0.335198814,-0.004763646,-0.01197136,0.065370171,-0.20143357,0.201539898,-0.197513104,0.160298377,-0.113829677,-0.527188254,0.491962697,0.785852057
Q14974,-0.02676147,0.236093613,-0.010546001,-0.385016351,-0.261247328,-0.504125567,0.083740827,0.022638908,0.010546001,-0.078749329,-0.572997395,0.015366804,0.198829144,-0.211002142,0.19979165,0.16933282,0.637244023,-0.032720672
P41252,-0.128201327,0.115660649,0.25932465,-0.242834914,-0.21689592,-0.031488079,-0.094320379,-0.133850171,0.277085641,0.306371367,0.010639407,-0.157100844,0.092490616,0.191499159,-0.125660052,0.232558065,-0.010639407,0.627336998
A6NHR9,-0.384401732,-0.341567442,-0.079455785,-0.127330131,0.084030239,-0.25539402,-0.052211711,0.507966883,0.199958989,0.300649693,-0.112464153,0.792083171,0.052211711,-0.403932787,-0.075427935,0.235859163,0.329957239,0.17646465
A0A024R4E5,-0.022588464,-0.218703825,0.233238665,-0.172573886,0.079922374,-0.126457398,-0.045617603,-0.082215858,-0.001761687,-0.67689934,0.231293891,0.001761687,0.171325578,0.226645046,0.571757112,0.284460665,-0.225532202,0.012951797
Q9NYU2,0.232957464,0.007090413,0.378973485,0.605798399,-0.062486359,0.031126779,0.416870108,0.15692057,-1.810431344,0.616678607,-0.007090413,-0.065266406,-0.313374156,0.081562614,-0.178429913,-0.152375469,-0.449916572,-0.471072746
P49588,0.51393802,0.634631872,0.845222993,-0.846200632,0.49408657,-1.013677214,0.628042922,-0.456298091,0.416671561,0.537150904,0.546880457,-0.264404099,0.052866089,-0.082596445,-0.052866089,-0.544043446,-0.943792265,-0.993231945
Q9UQE7,0.33621909,-0.099281142,0.099281142,-0.119839139,-0.18433164,-0.312339976,-0.274350618,0.302416322,0.688541451,-0.157471705,0.353947614,0.101812552,-0.277676133,0.385887245,-0.24831253,-0.390855328,0.113838242,0.545713447
A0A494BZW2,0.479318044,0.329545514,0.295858762,0.109537714,0.969303337,0.277012683,1.318598331,-0.383588231,-0.005154144,0.248556673,-0.244931675,0.005154144,-0.589924468,-0.337003406,-0.687842678,-0.324323318,-0.267652506,-0.560463371
E7EPN9,-0.221550364,-0.185121729,-0.071342582,-0.146528772,-0.028743872,0.023751571,-0.055597039,0.07494507,0.082804416,0.109453904,0.028283112,0.074433628,0.224627112,-0.023751571,-0.02650749,-0.431495347,0.206157245,0.470047174
Q00341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95071,0.253966828,0.212279854,-0.01057802,-0.130393699,0.165908421,-0.216680716,0.167971788,0.19460662,0.095729945,0.216551695,-0.190610454,-0.14965834,-0.12473245,-0.439162949,0.043815605,0.01057802,-0.234964108,-0.333761759
E7EMW7,0.502094234,NA,NA,NA,0.093540768,-0.395772981,0.055141554,0,NA,NA,NA,-0.318726756,-0.146207593,NA,NA,-0.227001675,0.016667406,NA
P63010-2,0.201399755,0.221353846,0.083066705,-0.34158276,0.20502177,-0.309624426,0.261661567,-0.102287536,-0.01808488,0.100848682,-0.256384821,-0.413565015,0.003388531,-0.117496823,-0.003388531,0.034648935,0.195579705,-0.494021197
P53396,-0.200638365,0.197216451,0.34979978,0.708151065,0.068535025,1.02189794,-0.373625132,-0.620729319,-0.382869854,0.030528875,-0.629039215,-0.030528875,0.344804955,-0.254018772,0.357764526,-0.138486751,0.387826932,-0.553011342
Q12888-2,-0.013890466,0.192360058,0.02969151,0.013890466,-0.286084262,-0.267403929,0.369774006,-0.168774793,0.162327972,-0.234088203,-0.092502087,-0.690244011,0.391970354,0.31294838,-0.285729826,0.125275887,-0.439268415,0.306983304
Q15021,-0.281557053,-0.023139741,-0.549286332,-0.294677517,-0.172505186,-0.253050884,0.6415143,0.38922012,0.307120009,0.486936581,-0.299884181,0.023139741,0.059253771,0.171820982,-0.050088471,-0.219759118,0.634226314,0.045205628
P26640,-0.404362352,-0.007230468,-0.698131486,0.393172252,-0.201017361,0.090991325,0.162250692,0.610453347,0.091724008,-0.369594513,-0.12455492,0.007230468,-0.281351656,0.161427542,-0.026332939,0.341713246,0.234159787,-0.280532345
O95714,-0.107550499,-0.085414452,-0.179942733,0.016268505,-0.013644889,-0.110123883,0.150649972,0.167878685,0.077849477,0.047925279,-0.112318149,-0.142685823,-0.117566352,-0.281256401,0.013644889,0.082033992,0.058656512,0.177854225
O75165,0.08603609,0.299853221,0.02275432,-0.150090413,0.357628981,-0.18847075,-0.123945259,-0.502707349,-0.008470299,-0.053725431,0.327564765,-0.094763697,0.008470299,0.15385978,0.313567957,-0.292463158,-0.215911597,0.167657604
P11717,-0.462370248,0.476759787,-0.110981687,0.010744274,-0.352468563,0.05364599,-0.624022213,-0.526115998,0.022548333,-0.545107923,-1.039833627,-1.00757137,1.445745894,0.275750837,0.196500274,-0.010744274,0.317742104,1.086580868
O15027-5,0.527462638,0.864106701,1.102514936,0.455035071,1.350980332,0.215367325,0.423478213,-0.159079247,-0.119302301,-0.037847524,-0.155856518,0.104008469,-0.015831682,-0.180152289,-0.401373653,-0.139755172,-0.2739777,0.015831682
P53396-2,-0.045204115,-0.921762894,-0.051341175,0.804141475,-0.191493519,1.516767827,0.045204115,-0.768295012,-0.289997057,-0.301948191,-0.355293933,0.213597291,1.310521159,0.660616362,1.342876004,-0.203014753,0.186977146,0.602956812
P29401-2,-0.159277361,-0.688372252,0.197922523,1.201050035,-0.641943791,0.537666481,1.139046541,-0.134868257,-0.313100772,0.227149578,0.062962532,-0.550991458,0.425104765,0.704643708,0.146624877,-0.826088186,-0.274596029,-0.062962532
P08670,-0.145176904,-0.042473369,-0.22401838,0.002175191,-0.28126188,-0.002175191,-0.037565278,2.019283025,-0.063059256,-0.140768544,0.089404165,-0.317653034,2.589696891,3.264670502,4.080128059,3.990212469,2.851622928,1.892955179
Q14683,0.385269829,-0.039586495,0.148358855,-0.064564001,-0.089017749,-0.196633245,-0.25013778,0.167278636,0.392254356,-0.116540953,0.144397389,0.09570563,-0.27153134,0.313362751,-0.314292334,-0.344426971,0.039586495,0.518463054
O15027,0.114345985,0.831700925,0.886549718,0.32265174,0.977930757,0.051328994,0.22078821,-0.144750954,-0.635342983,-0.258511082,-0.06769942,-0.104903568,0.142403852,0.021850262,-0.455986454,-0.104430835,-0.021850262,-0.122353171
E9PBC6,-0.331747543,-0.001634377,0.090350559,2.083268231,-0.477943266,2.357698647,-0.405172542,-0.279277134,0.913129068,0.601502994,0.508656803,0.150064841,-0.453631648,-0.172476248,-0.325221268,0.001634377,0.024747909,-0.275561428
P11388-4,-0.54593766,0.508377812,-0.62106064,0.694903745,-0.049203836,1.167933803,0.509596182,-0.074328563,-0.386873681,0.828227015,-0.122073395,-0.500651931,-0.102832201,0.278719256,-0.185530334,0.072901724,0.049203836,0.055924797
F1T0I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30101,-0.481114789,0.08681688,0.400726184,-0.063092384,-0.451262255,-0.331153634,0.181241772,0.516566015,1.394030726,0.091027905,0.161359103,-0.490789335,0.375701247,-0.289272642,-0.139161081,0.063092384,-0.662970607,-0.166467523
Q9Y678,0.028415996,0.066123946,0.425785053,0.217323427,-0.104492597,0.094944694,-0.116081081,-0.31078376,0.315667181,-0.13321018,-0.084633469,-0.226236221,-0.034833762,-0.24112099,0.14888871,0.188861577,0.117692316,-0.028415996
P11586,0.406397587,0.407430543,0.039750017,0.560928858,-0.518098288,-0.06076712,0.234892081,-2.368572141,0.127410562,0.42879742,-0.039750017,-0.341798752,0.142997591,-0.23920714,-0.614394184,-1.290898925,0.109829653,-1.432008697
Q9BQG0-2,-0.636352997,-0.665001776,-0.776657691,0.134394128,-0.304867685,-0.21915751,0.344915188,0.469076566,0.464658683,-0.01590923,-0.467333895,-0.392861962,0.261824963,0.01590923,0.188986338,0.10768675,-0.030411333,0.166227422
A0A0A0MRE9,0.831036841,NA,NA,NA,0.081239848,0,0.00153864,-0.203746669,NA,NA,NA,-0.214168791,-0.48657088,NA,NA,-0.444962014,0.111479234,NA
Q92598,-0.246840764,-0.791010238,0.121776121,-0.044104741,0.147638151,0.044104741,0.904047969,-0.464366254,0.815925586,0.514573555,-0.291731901,-0.233435539,0.662611029,0.144497153,-0.291190127,-0.864169112,-0.243306207,0.579144993
Q9Y4G6,-0.293907145,-0.316542746,-0.176533463,-0.50467272,-0.135282409,-0.612273615,0.086856999,0.752250783,0.231268315,-0.445346958,-0.296048602,-0.086856999,0.451910709,0.639243473,0.535234764,0.799874476,0.332918705,0.263641314
A0A0A0MRM8,0.540167661,-0.028830823,0.079999358,-0.374231388,0.077392992,-0.210683042,-0.226167434,0.731718403,0.028830823,0.278727926,1.024350598,0.60685147,-0.918542703,-0.882904593,-0.395005389,-0.412040645,0.259119109,-0.449784296
P42858,0.643617688,0.567470122,0.457076311,-0.003899357,0.426554225,-0.417316158,0.887727924,-0.133452378,-0.489875588,-0.402155886,0.142623254,-0.185611499,0.003899357,-0.028697132,-0.030031558,0.121511088,-0.091896787,0.550740973
V9GYY3,0.39984329,0.657432126,-0.308799926,0.333402071,0.047235335,-0.083859014,0.094456124,0.357647249,-0.362353746,0.312890331,0.282547491,-0.433698736,0.039461797,-0.41295236,-0.538819061,-0.482168436,-0.039461797,-0.580197791
Q96Q15,0.071625507,-0.012385069,0.053924767,-0.099574405,0.255471263,0.012385069,-0.16922637,0.045550961,-0.18421582,0.031060897,-0.039316387,-0.133974263,0.174105501,0.022304435,-0.073512868,-0.149449776,-0.041413262,0.142208819
Q99460,0.101503863,0.106364257,-0.068799218,-0.101061015,-0.040805633,-0.141341575,0.138106736,-0.196124963,-0.187453463,0.053969678,-0.123445431,0.089923299,0.028923736,0.003327063,-0.096127808,-0.003327063,0.277060105,0.065799925
Q9Y4L1,-0.115066914,0.366195744,0.053345194,0.388465118,-0.824992019,-0.184963722,0.545208519,-0.352872668,0.917951938,0.028020883,-0.284293724,0.015811368,0.360220909,-0.049869027,0.190143928,-0.015811368,-0.08200454,-0.683640772
P13667,0.264705222,-0.561562905,0.180736553,-0.157955731,-0.26858368,-0.436574714,-0.002854732,0.004557474,0.12869824,-0.56670641,0.291964925,-0.220786009,0.478453679,1.088879252,0.002854732,0.302076033,-0.123477131,-0.41407211
P08133,-0.566117077,1.11509354,0.064204986,0.618306735,0.298802076,0.807284734,-1.819487842,-1.721687662,-1.395710655,-1.313667123,-2.145423169,-1.617984659,0.461917824,-1.652406645,1.069313042,1.761432927,0.556364689,-0.064204986
Q9UPU5,-0.358500288,-0.08872488,-0.131686884,0.269253828,-0.247759981,-0.059015098,0.474167118,-0.221763318,0.189774301,-0.055667244,0.599783685,0.864983895,0.313513789,-0.227618264,0.140830122,-0.399636498,0.375764092,0.055667244
P11142,0.16964743,0.19383453,0.17444914,-0.05326762,0.177598297,0.127128153,-0.226051327,-0.11652538,0.088320218,-0.268091344,-0.36376398,-0.174772936,0.111843682,-0.012935612,-0.103236807,-0.046957776,0.012935612,0.192939408
Q10567,0.44392995,0.008395746,0.405245376,0.183190583,0.372857457,-0.008395746,0.20981487,-0.186023293,-0.292308684,-0.227358243,0.463238909,0.076922299,-0.498669429,0.22976237,-0.300203783,-0.41117792,-0.560932921,-0.164989873
Q10567-3,0.524387209,0.036413129,0.509796059,0.13261671,0.45205974,-0.036413129,0.2572162,-0.170327119,-0.297888973,-0.233534182,0.640251044,0.188581721,-0.918505036,0.09584652,-0.882133414,-1.249752672,-1.27585805,-1.531331476
O95373,-0.487951091,-0.183059535,-0.009248928,0.402343585,0.455705567,0.399882609,0.510183599,0.74149265,-0.404554044,-0.626993256,-0.687153784,-0.142304987,-0.089948703,-0.307254819,0.009248928,0.041068231,0.437828119,0.898380517
A0A0D9SGC1,0.626265485,-0.266239173,0.088796897,-0.103829065,0.085385316,0.031426522,-0.031426522,0.66933233,-0.265476585,0.153291198,0.826360259,0.593420238,-1.414856596,-1.326586961,-0.972936918,-1.130429572,0.200469707,-0.821007977
O14980,0.041251258,-0.044159653,-0.1548831,0.285209049,-0.031375697,0.163716239,0.162972889,0.03081496,0.050699344,-0.048618333,-0.063624001,-0.03081496,-0.088940576,0.237926324,-0.082401115,0.24364309,-0.050278923,0.460800345
Q12906-7,0.328809311,-0.230784258,-0.174856659,-0.337823885,0.38251981,-0.041961445,-0.344043036,0.218379568,0.470578339,0.010334253,-0.010334253,0.746654397,0.03915798,-0.046809186,-0.102459563,0.31970093,0.15521597,-0.139725177
P52272,0.105810563,-0.165561274,-0.184555241,-0.211845955,0.217093321,-0.084224143,0.007803698,0.258959469,0.268902036,-0.007803698,0.043042053,0.181998257,-0.081161405,-0.137819501,-0.307576593,0.233072695,-0.085071362,0.217341567
A0A3B3IUB9,0.494644396,-0.042432719,0.100148244,0.444490112,-0.151538699,0.376791262,0.386756888,0.08913269,-0.0175306,-0.134484494,-0.305632191,0.491307833,-0.083677364,-0.037351759,-0.056466413,0.169141223,0.0175306,-0.09388864
P05783,3.063295412,1.0567874,1.740201651,1.086833769,0.321726716,1.417164133,1.136372668,-0.203456895,-0.515633457,0.720673692,-0.948503688,0.203456895,-1.045293247,-1.395724003,-1.436526944,-0.694181859,-0.258274871,-1.382035626
Q15393,0.428814598,-0.036632828,0.132969874,-0.192275734,0.205988308,-0.248262551,0.467046912,0.053935386,0.162575024,0.187137833,0.143439764,0.036632828,-0.202245902,-0.199989334,-0.297533095,-0.057212086,-0.147407482,-0.075262674
P55265,-0.002675544,0.132656736,0.64460984,0.759793766,0.356584223,0.492005013,-0.071807608,0.11957625,-0.204637732,-0.072497539,0.324301037,-0.210698603,-0.082342153,0.002675544,-0.50477259,-0.398138735,-0.458248715,0.061562763
P24928,0.174328701,0.057048479,0.107014075,-0.005712386,0.316521183,-0.031691226,-0.11552003,0.366398386,0.300120871,-0.037855682,0.005712386,0.114581527,-0.081682844,-0.094589415,-0.276362866,-0.025952856,-0.065267174,0.147480295
Q9NTJ3,-0.284581933,0.137398383,-0.741637313,-0.291056645,0.000720198,-0.031810746,0.573802588,0.40873671,0.368233046,0.648594701,-0.000720198,-0.032667338,0.143896639,0.287376624,-0.052607657,-0.167813693,0.487456643,-0.208377465
Q7KZF4,-0.106548663,-0.410936707,-0.148473956,1.687505049,-0.183154506,1.251055392,0.101929026,-0.386933909,-0.065971663,-0.013386675,0.179486931,0.176907145,-0.187987959,0.403662441,0.354760791,0.717730346,0.013386675,-0.085808067
P31948-2,0.326623408,0.355448867,-0.361184828,0.134459209,0.716844915,0.016675625,-0.49126207,-0.354684831,0.040723748,0.170423332,-0.518441405,-0.036982796,-0.244379667,0.303743065,-0.197314253,-0.127717088,-0.016675625,0.733062035
O60313-2,-0.049023656,0.929578477,0.073819867,0.774491295,0.72488642,0.523181727,-0.748794569,-0.589682934,0.184925601,0.544401348,0.124048963,-0.587855751,0.049023656,-0.28812383,-0.181427951,-0.641121704,-0.325576,-0.430508187
H3BTN5,-0.127809863,-0.319139464,-0.803528641,-1.000111949,0.088274462,-1.016229528,-1.160445234,0.538073735,-0.585341188,0.425569888,0.229235222,0.123836924,0.660677798,1.032882691,1.384925257,-0.088274462,0.253440478,-0.46629841
O75962,-0.479164655,-0.707848718,-0.638236304,-1.163014064,-0.36737913,-1.103896987,0.171236957,0.336926661,-0.085441933,-0.130600682,0.111870377,-0.175067979,0.197527891,0.085441933,0.782861552,0.895130049,0.401064314,0.20002419
P10586-2,0.434667072,0.900930232,0.168569495,0.141733949,0.350292382,0.162618882,0.000683279,-0.627975225,-0.845838689,-0.347131287,1.28049442,0.483399269,-0.135961095,-0.375885284,-0.750651936,-0.794722458,-0.449008188,-0.000683279
Q9NTI5,0.014861916,-0.015474528,-0.303566189,-0.013274055,0.166667934,0.100415098,0.257087682,-0.393840437,0.158257187,0.000142193,0.232118596,0.104295396,-0.000142193,0.517186294,-0.484376319,-0.824654944,-0.355013266,-0.242250938
P26038,-0.970628902,-1.32434373,-1.213051939,-1.225978325,-1.522455964,-1.137435161,-0.068663929,1.105294693,0.307290186,-0.240019151,0.984982985,-0.131239034,0.783852904,0.555208193,0.513357093,0.068663929,1.052026611,0.319681671
Q02880,0.58756049,-0.019743416,-0.085979826,0.249840617,0.6737687,-0.081962948,0.463872562,-0.241079009,-0.374354611,-0.369433836,-0.140177039,-0.276345118,0.172281734,0.852257931,0.019743416,0.192487558,-0.466177047,0.162498729
Q9NR30,-0.606940216,0.12630826,-0.490348363,0.606340701,0.201899847,0.966360046,-0.426238905,0.458261117,0.697567274,-0.512413938,-0.537221033,0.233855027,0.070511748,-0.144839408,-0.140993148,-0.688704626,-0.070511748,0.970826201
Q92817,0.826483899,0.428341984,0.9413912,0.199503165,-0.017190557,0.017190557,0.559007093,0.563386886,0.167721524,-0.03656215,0.610284821,-1.208490932,-1.29576943,-1.203390826,-1.275541095,-1.366407299,-0.609838285,-1.311689986
P04406,-0.071573595,-0.882418357,0.864548372,0.640332008,-0.115065419,0.647077853,0.746100498,-0.034069585,-0.077631193,0.404293327,-0.004741115,-0.258818264,0.04006108,0.828769865,0.004741115,-0.706878987,-0.058841049,0.494479058
P02545,-0.657656746,-0.059672582,-0.113722376,0.13263703,-0.430554877,-0.217046696,-0.484762806,-0.29672474,-0.209085033,0.260814037,0.333207468,0.228372205,0.001648175,1.043450323,-0.001648175,0.260043951,0.359434051,0.033036543
P11216,0.065530465,-0.66600998,-0.124245251,-0.275896752,0.136741671,-0.024370457,-1.494848714,0.328515151,0.760847829,0.002584002,-0.676866522,-0.496840723,0.170259903,0.301999072,-0.002584002,0.010302769,0.519790959,-1.041678685
P35606,0.129197751,0.30330704,0.377532912,0.254215376,0.02647684,0.237061156,-0.10010636,-0.356977709,0.19202882,-0.111788202,-0.02647684,-0.165107287,-0.073397167,-0.101213502,0.186672501,0.031412819,-0.038017162,-0.10380832
Q00839,0.04463664,0.085560074,-0.136181927,-0.171728673,0.351369018,-0.216704661,0.134026993,0.191196069,0.171291292,-0.25416106,-0.03990239,0.187117172,-0.165088617,-0.134239612,-0.352820164,0.210211659,-0.081726638,0.03990239
Q96N67,-0.311499742,-0.063556891,0.120952449,-0.065412447,-0.664280578,0.057635924,-0.230266323,-0.396505422,-0.156842912,0.047552911,0.389841469,-0.27031136,0.407588058,0.53082323,0.827815169,-0.047552911,0.988066879,0.583284384
